ItemNo,Item Status,ItemName,Material,PatentInfo,CatalogDescription,MaterialDescPatent,ColorList,CatalogSize,ImprintTextAll,PackagingAndWeight,PackagingDetails,CatalogWeight,Disclaimers,Batteries,CatalogRuncharges,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceUSCol1,PriceUSCol2,PriceUSCol3,PriceUSCol4,PriceUSCol5
SM-7360,Inline,Reflective Drawstring Cinch Backpack,210d Polyester,,Open main compartment with drawstring rope closure. Reflective stripes. Carry handle.,210d Polyester. Open main compartment with drawstring rope closure. Reflective stripes. Carry handle.,"Black, Hunter Green, Light Blue, Lime Green, Orange, Purple, Red, Royal Blue or Yellow","19.75"" H x 16"" W","ColorPrint on front: 8"" H x 6-1/2"" W (default imprint area)
ColorPrint on back: 8"" H x 8"" W","Bulk Packed / 37 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 37 lbs. per case of 200,,, Level 3,150,450,750,1125,1500,3.36 ,3.13 ,2.90 ,2.68 ,2.45 
SM-7361,Inline,The Armada Sling Backpack,210d Polyester,,"Zippered main compartment with reflective accent zipper pull. Side mesh pocket. Adjustable, reinforced padded shoulder straps.","210d Polyester. Zippered main compartment with reflective accent zipper pull. Side mesh pocket. Adjustable, reinforced padded shoulder straps.","Black, Lime Green, Orange, Purple, Red or Royal Blue","16.25"" H x 13"" W x 3.75"" L","ColorPrint: 4"" H x 5"" W","Bulk Packed / 22 lbs. per case of 150
Run Charge: Level 3",Bulk Packed,Bulk Packed / 22 lbs. per case of 150,,, Level 3,100,300,500,750,1000,4.67 ,4.50 ,4.33 ,4.16 ,3.99 
SM-7362,Inline,The Ampitheater Cinch Cooler,210d Polyester,,PEVA insulation. Open main compartment with reinforced drawstring rope closure. Open front pocket.,210d Polyester. PEVA insulation. Open main compartment with reinforced drawstring rope closure. Open front pocket.,"Black, Lime Green, Orange, Purple, Red or Royal Blue","15.5"" H x 13"" W","ColorPrint: 6"" H x 6"" W","Bulk Packed / 29 lbs. per case of 100
Run Charge: Level 3",Bulk Packed,Bulk Packed / 29 lbs. per case of 100,,, Level 3,150,450,750,1125,1500,3.62 ,3.34 ,3.05 ,2.77 ,2.49 
SM-7364,Inline,The Pippen Non-Woven Drawstring Backpack,80g Non-Woven Polypropylene,,Open main compartment with single-side drawstring rope closure. Die-cut top carry handles for use as a tote.,80g Non-Woven Polypropylene. Open main compartment with single-side drawstring rope closure. Die-cut top carry handles for use as a tote.,"Black, Lime Green, Orange, Process Blue, Purple, Red, Royal Blue, White or Yellow","19"" H x 15.5"" W x 3"" L (gusset on bottom)","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 29 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 29 lbs. per case of 200,,, Level 3,250,625,1000,1500,2000,1.65 ,1.48 ,1.32 ,1.15 ,0.99 
SM-7366,Inline,The Bamm-Bamm Backpack,80g Non-Woven Polypropylene,,Large zippered main compartment. Zippered front pocket. Double adjustable shoulder straps. Reinforced top carry handle.,80g Non-Woven Polypropylene. Large zippered main compartment. Zippered front pocket. Double adjustable shoulder straps. Reinforced top carry handle.,"Gray, Lime Green, Red or Royal Blue","17"" H x 12"" W x 6"" L","ColorPrint: 3"" H x 6"" W","Bulk Packed / 28 lbs. per case of 50
Run Charge: Level 3
Accessories not included.",Bulk Packed,Bulk Packed / 28 lbs. per case of 50,Accessories not included.,, Level 3,100,300,500,750,1000,5.38 ,5.03 ,4.68 ,4.34 ,3.99 
SM-7367,Inline,The Iron Man Duffel Bag,600d PolyCanvas,,"Zippered main compartment with U-shaped opening and supportive bottom board. Open front pocket. Two mesh front pockets. Side mesh pocket. Double 15"" reinforced carry handles. Adjustable shoulder strap.","600d PolyCanvas. Zippered main compartment with U-shaped opening and supportive bottom board. Open front pocket. Two mesh front pockets. Side mesh pocket. Double 15"" reinforced carry handles. Adjustable shoulder strap.","Black, Red or Royal Blue","11"" H x 19"" W x 9.5"" L","ColorPrint: 3-1/2"" H x 4"" W","Bulk Packed / 31 lbs. per case of 25
Run Charge: Level 3
Sports bottle and accessories not included.",Bulk Packed,Bulk Packed / 31 lbs. per case of 25,Sports bottle and accessories not included.,, Level 3,50,275,500,750,1000,10.72 ,10.04 ,9.35 ,8.67 ,7.99 
SM-7372,Inline,The Freedom Heat Seal Exhibition Tote,80g Non-Woven Polypropylene,,Open main compartment. Die-cut handle. Heat-sealed construction with slim design. Reusable and a great alternative to plastic bags or for tradeshows and conventions.,80g Non-Woven Polypropylene. Open main compartment. Die-cut handle. Heat-sealed construction with slim design. Reusable and a great alternative to plastic bags or for tradeshows and conventions.,"Black, Cream, Hunter Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue, White or Yellow","14"" H x 11"" W","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 18 lbs. per case of 300
Run Charge: Level 3",Bulk Packed,Bulk Packed / 18 lbs. per case of 300,,, Level 3,400,1200,2000,3000,4000,1.00 ,0.93 ,0.85 ,0.77 ,0.69 
SM-7373,Inline,The Turner Meeting Tote,600d PolyCanvas,,"Zippered main compartment with double 32"" handles with Velcro wrap. Great for conventions, meetings and tradeshows.","600d PolyCanvas. Zippered main compartment with double 32"" handles with Velcro wrap. Great for conventions, meetings and tradeshows.","Gray, Green, Light Blue, Lime Green, Orange, Purple, Red, Royal Blue, White or Yellow","14.25"" H x 16.75"" W x 4"" L (gusset on bottom)","ColorPrint: 8"" H x 8"" W","Bulk Packed / 23 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 23 lbs. per case of 50,,, Level 3,100,300,500,750,1000,4.92 ,4.58 ,4.25 ,3.92 ,3.59 
SM-7374,Inline,Large Freedom Heat Seal Exhibition Tote,80g Non-Woven Polypropylene,,Open main compartment. Die-cut handle. Heat-sealed construction with slim design. Reusable and a great alternative to plastic bags or for tradeshows and conventions.,80g Non-Woven Polypropylene. Open main compartment. Die-cut handle. Heat-sealed construction with slim design. Reusable and a great alternative to plastic bags or for tradeshows and conventions.,"Black, Cream, Hunter Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue, White or Yellow","16.5"" H x 13"" W","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 20 lbs. per case of 300
Run Charge: Level 3",Bulk Packed,Bulk Packed / 20 lbs. per case of 300,,, Level 3,350,800,1250,1875,2500,1.12 ,1.04 ,0.96 ,0.87 ,0.79 
SM-7375,Inline,Small Eagle Drawstring Cinch Backpack,80g Non-Woven Polypropylene,,Open main compartment with drawstring rope closure. Reflective stripes.,80g Non-Woven Polypropylene. Open main compartment with drawstring rope closure. Reflective stripes.,"Black, Burgundy, Hunter Green, Lime Green, Navy Blue, Orange, Purple, Red, Royal Blue or Yellow","15.75"" H x 12.75"" W","ColorPrint per side: 7"" H x 8"" W","Bulk Packed / 26 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 26 lbs. per case of 200,,, Level 3,200,475,750,1125,1500,2.42 ,2.24 ,2.06 ,1.87 ,1.69 
SM-7380,Inline,The Tucker Business Tablet Bag,Faux Neoprene and 600d PolyCanvas,,"Padded zippered removable main compartment holds most iPads®, tablets and eReaders. Exterior sleeve for easy carrying has open front pocket, stylus/pen loop and D-ring. Double 16"" reinforced handles. Adjustable shoulder strap. Great for conventions.","Faux Neoprene and 600d PolyCanvas. Padded zippered removable main compartment holds most iPads®, tablets and eReaders. Exterior sleeve for easy carrying has open front pocket, stylus/pen loop and D-ring. Double 16"" reinforced handles. Adjustable shoulder strap. Great for conventions.","Black, Lime Green, Red or Royal Blue","9"" H x 10.75"" W x 1.25"" L","ColorPrint: 3"" H x 3"" W","Bulk Packed / 15 lbs. per case of 20
Run Charge: Level 3
Media Sleeve imprint not available.",Bulk Packed,Bulk Packed / 15 lbs. per case of 20,Media Sleeve imprint not available.,, Level 3,75,300,500,750,1000,7.19 ,6.66 ,6.12 ,5.58 ,5.04 
SM-7382,Inline,The Park City Budget Backpack,80g Non-Woven Polypropylene,,Large main zippered compartment. Front zippered pocket. Two side pockets. Double adjustable shoulder straps. Reinforced top carry handle.,80g Non-Woven Polypropylene. Large main zippered compartment. Front zippered pocket. Two side pockets. Double adjustable shoulder straps. Reinforced top carry handle.,"Black, Lime Green, Red or Royal Blue","15.5"" H x 12"" W x 5.5"" L","ColorPrint: 6"" H x 6"" W","Bulk Packed / 45 lbs. per case of 100
Run Charge: Level 3",Bulk Packed,Bulk Packed / 45 lbs. per case of 100,,, Level 3,100,300,500,750,1000,4.16 ,3.87 ,3.58 ,3.28 ,2.99 
SM-7383,Inline,The Libra Drawstring Cinch Backpack,210d Polyester,,Open main compartment with drawstring rope closure. Zippered front pocket. Reinforced bottom corner tabs.,210d Polyester. Open main compartment with drawstring rope closure. Zippered front pocket. Reinforced bottom corner tabs.,"Gray, Lime Green, Orange, Purple, Red, Royal Blue or Yellow","18"" H x 13.5"" W","ColorPrint: 6"" H x 7"" W","Bulk Packed / 33 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 33 lbs. per case of 200,,, Level 3,100,300,500,750,1000,3.77 ,3.53 ,3.28 ,3.04 ,2.79 
SM-7384,Inline,The Sun Valley Backpack,210d Polyester,,Large main zippered compartment. Gusseted zippered front pocket. Side mesh pocket. Double adjustable shoulder straps. Top carry handle.,210d Polyester. Large main zippered compartment. Gusseted zippered front pocket. Side mesh pocket. Double adjustable shoulder straps. Top carry handle.,"Black, Orange, Purple, Red or Royal Blue","16"" H x 12"" W x 5"" L","ColorPrint: 3"" H x 4"" W","Bulk Packed / 33 lbs. per case of 120
Run Charge: Level 3",Bulk Packed,Bulk Packed / 33 lbs. per case of 120,,, Level 3,100,300,500,750,1000,5.34 ,4.98 ,4.62 ,4.25 ,3.89 
SM-7385,Inline,The Sidekick Drawstring Cinch Backpack,80g Non-Woven Polypropylene,,Open main compartment with drawstring rope closure. Zippered front pocket with earbud port. Reinforced corner tabs.,80g Non-Woven Polypropylene. Open main compartment with drawstring rope closure. Zippered front pocket with earbud port. Reinforced corner tabs.,"Black, Lime Green, Orange, Purple, Red or Royal Blue","17.5"" H x 13"" W","ColorPrint: 5"" H x 7"" W","Bulk Packed / 26 lbs. per case of 100
Run Charge: Level 3
Earbuds not included.",Bulk Packed,Bulk Packed / 26 lbs. per case of 100,Earbuds not included.,, Level 3,200,475,750,1125,1500,2.44 ,2.25 ,2.06 ,1.88 ,1.69 
SM-7386,Inline,The Breckenridge Classic Backpack,600d PolyCanvas,,Large and spacious zippered main compartment. Large gusseted zippered front pocket with protective flap. Adjustable reinforced padded shoulder straps. Top carry handle.,600d PolyCanvas. Large and spacious zippered main compartment. Large gusseted zippered front pocket with protective flap. Adjustable reinforced padded shoulder straps. Top carry handle.,"Black, Hunter Green, Navy Blue, Red or Royal Blue","17"" H x 12.5"" W x 6.5"" L","ColorPrint: 3"" H x 4-1/2"" W","Bulk Packed / 33 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 33 lbs. per case of 50,,, Level 3,50,275,500,750,1000,8.18 ,7.76 ,7.33 ,6.91 ,6.49 
SM-7392,Inline,The Marathon Drawstring Cinch Backpack,210d Polyester,,Open main compartment with drawstring rope closure. Front pocket with Velcro closure. Side mesh pocket. Side pocket.,210d Polyester. Open main compartment with drawstring rope closure. Front pocket with Velcro closure. Side mesh pocket. Side pocket.,"Black, Lime Green, Purple, Red or Royal Blue","17.25"" H x 14"" W","ColorPrint: 8"" H x 5"" W","Bulk Packed / 24 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 24 lbs. per case of 200,,, Level 3,100,300,500,750,1000,4.16 ,3.87 ,3.57 ,3.28 ,2.99 
SM-7393,Inline,Small Reflective Drawstring Backpack,210d Polyester,,Open main compartment with drawstring rope closure. Reflective stripes.,210d Polyester. Open main compartment with drawstring rope closure. Reflective stripes.,"Black, Hunter Green, Light Blue, Lime Green, Orange, Purple, Red, Royal Blue or Yellow","15.75"" H x 13.5"" W","ColorPrint on front: 8"" H x 5"" W (default location)
ColorPrint on back: 8"" H x 8"" W","Bulk Packed / 24 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 24 lbs. per case of 200,,, Level 3,150,450,750,1125,1500,2.82 ,2.59 ,2.35 ,2.12 ,1.89 
SM-7394,Inline,The Oasis Messenger Bag,600d PolyCanvas,,Main compartment with Velcro flap closure. Open front pocket. Under the flap includes pen sleeves pocket and zippered mesh pocket. Side mesh pocket. Adjustable shoulder strap and top carry handle.,600d PolyCanvas. Main compartment with Velcro flap closure. Open front pocket. Under the flap includes pen sleeves pocket and zippered mesh pocket. Side mesh pocket. Adjustable shoulder strap and top carry handle.,"Black, Lime Green, Orange, Red or Royal Blue","11"" H x 9.25"" W x 3.5"" L","ColorPrint: 3-1/2"" H x 4"" W","Bulk Packed / 24 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 24 lbs. per case of 50,,, Level 3,75,300,500,750,1000,6.22 ,5.79 ,5.35 ,4.92 ,4.49 
SM-7396,Inline,The Tornado Backpack,600d PolyCanvas,,Large main zippered compartment. Zippered front compartment. Side mesh pocket. Double adjustable shoulder straps.,600d PolyCanvas. Large main zippered compartment. Zippered front compartment. Side mesh pocket. Double adjustable shoulder straps.,"Gray, Lime Green, Orange, Purple, Red or Royal Blue","17.5"" H x 12.25"" W x 6"" L","ColorPrint: 4"" H x 4"" W","Bulk Packed / 33 lbs. per case of 40
Run Charge: Level 3",Bulk Packed,Bulk Packed / 33 lbs. per case of 40,,, Level 3,50,275,500,750,1000,8.47 ,7.85 ,7.23 ,6.61 ,5.99 
SM-7397,Inline,The Funnel Drawstring Cinch Backpack,210d Polyester,,Open main compartment with drawstring rope closure. Zippered front pocket with earbud port.,210d Polyester. Open main compartment with drawstring rope closure. Zippered front pocket with earbud port.,"Black, Gray, Hunter Green, Lime Green, Orange, Purple, Red, Royal Blue or Yellow","17.5"" H x 14.25"" W","ColorPrint: 5"" H x 6"" W","Bulk Packed / 30 lbs. per case of 100
Run Charge: Level 3
Earbuds not included.",Bulk Packed,Bulk Packed / 30 lbs. per case of 100,Earbuds not included.,, Level 3,150,450,750,1125,1500,3.34 ,3.13 ,2.92 ,2.70 ,2.49 
SM-7398,Inline,The Railway Drawstring Cinch Backpack,210d Polyester,,Open main compartment with drawstring rope closure. Zippered front pocket with earbud port.,210d Polyester. Open main compartment with drawstring rope closure. Zippered front pocket with earbud port.,"Black, Hunter Green, Lime Green, Orange, Purple, Red, Royal Blue or Yellow","17.75"" H x 14"" W","ColorPrint: 5"" H x 8"" W","Bulk Packed / 18 lbs. per case of 100
Run Charge: Level 3",Bulk Packed,Bulk Packed / 18 lbs. per case of 100,,, Level 3,150,450,750,1125,1500,3.49 ,3.24 ,2.99 ,2.74 ,2.49 
SM-7399,Inline,The Hitch Drawstring Cinch Backpack,80g Non-Woven Polypropylene,,Open main compartment with drawstring rope closure. Side front mesh pocket. Carry handle.,80g Non-Woven Polypropylene. Open main compartment with drawstring rope closure. Side front mesh pocket. Carry handle.,"Black, Lime Green, Orange, Purple, Red or Royal Blue","17.25"" H x 13.5"" W","ColorPrint: 6"" H x 6"" W","Bulk Packed / 31 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 31 lbs. per case of 200,,, Level 3,150,450,750,1125,1500,2.70 ,2.50 ,2.29 ,2.09 ,1.89 
SM-7400,Inline,Rally Clear Stadium Tote,PVC,,"Clear material makes this bag perfect for stadium, event, workplace and other safety purposes. Open main compartment with double 21-1/2"" webbing handles. Sizing applicable for NFL stadiums.","PVC. Clear material makes this bag perfect for stadium, event, workplace and other safety purposes. Open main compartment with double 21-1/2"" webbing handles. Sizing applicable for NFL stadiums.","Black, Lime Green, Orange, Pink, Red or Royal Blue","12"" H x 12"" W x 6"" L","ColorPrint: 5"" H x 7"" W (1 color only)","Bulk Packed / 17 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 17 lbs. per case of 50,,, Level 3,75,300,500,750,1000,5.17 ,4.77 ,4.36 ,3.96 ,3.55 
SM-7403,Inline,The Bungalow Foldaway Shopper Tote,210d Polyester,,Open main compartment with double handles. Unique fold-away function gathers into corner with drawstring closure.,210d Polyester. Open main compartment with double handles. Unique fold-away function gathers into corner with drawstring closure.,"Black, Hunter Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue or Yellow","15"" H x 16"" W","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 32 lbs. per case of 300
Run Charge: Level 3",Bulk Packed,Bulk Packed / 32 lbs. per case of 300,,, Level 3,100,300,500,750,1000,3.57 ,3.25 ,2.93 ,2.61 ,2.29 
SM-7407,Inline,The Spectrum Budget Lunch Cooler,210d Polyester,,PEVA insulation. Main compartment with Velcro flap closure. Open front pocket. Carry handle.,210d Polyester. PEVA insulation. Main compartment with Velcro flap closure. Open front pocket. Carry handle.,"Black, Hunter Green, Lime Green, Orange, Pink, Purple, Red, Royal Blue, White or Yellow","9.5"" H x 6.875"" W x 4.625"" L","ColorPrint: 3-1/2"" H x 4-1/2"" W","Bulk Packed / 15 lbs. per case of 100
Run Charge: Level 3",Bulk Packed,Bulk Packed / 15 lbs. per case of 100,,, Level 3,150,450,750,1125,1500,3.15 ,2.83 ,2.52 ,2.20 ,1.89 
SM-7408,Inline,The Spectrum Budget Cooler Bag,210d Polyester,,"PEVA insulation. Zippered main compartment. Open front pocket. 21"" handle.","210d Polyester. PEVA insulation. Zippered main compartment. Open front pocket. 21"" handle.","Black, Hunter Green, Lime Green, Orange, Pink, Purple, Red, Royal Blue, White or Yellow","6"" H x 8"" W x 6"" L","ColorPrint: 2-1/2"" H x 4-1/2"" W","Bulk Packed / 16 lbs. per case of 100
Run Charge: Level 3",Bulk Packed,Bulk Packed / 16 lbs. per case of 100,,, Level 3,150,450,750,1125,1500,3.02 ,2.74 ,2.45 ,2.17 ,1.89 
SM-7409,Inline,The Spectrum Budget 12-Pack Lunch Cooler,210d Polyester,,PEVA insulation. Zippered main compartment. Open front pocket. Adjustable strap.,210d Polyester. PEVA insulation. Zippered main compartment. Open front pocket. Adjustable strap.,"Black, Hunter Green, Lime Green, Orange, Pink, Purple, Red, Royal Blue, White or Yellow","11"" H x 8"" W x 5"" L","ColorPrint: 4"" H x 5-1/2"" W","Bulk Packed / 14 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 14 lbs. per case of 50,,, Level 3,100,300,500,750,1000,4.58 ,4.25 ,3.93 ,3.61 ,3.29 
SM-7411,Inline,The Liberty Heat Seal Grocery Tote,80g Non-Woven Polypropylene,,"Open main compartment with double 21"" reinforced handles. Heat-sealed construction. Reusable and a great alternative to plastic bags.","80g Non-Woven Polypropylene. Open main compartment with double 21"" reinforced handles. Heat-sealed construction. Reusable and a great alternative to plastic bags.","Black, Green, Purple, Red, Royal Blue or White","15"" H x 13"" W x 7.75"" L","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 22 lbs. per case of 100
Run Charge: Level 3",Bulk Packed,Bulk Packed / 22 lbs. per case of 100,,, Level 3,250,625,1000,1500,2000,1.78 ,1.64 ,1.49 ,1.35 ,1.20 
SM-7412,Inline,The Little Juno Grocery Tote,80g Non-Woven Polypropylene,,"Open main compartment with double 22"" reinforced handles and supportive bottom board. Reusable and a great alternative to plastic bags.","80g Non-Woven Polypropylene. Open main compartment with double 22"" reinforced handles and supportive bottom board. Reusable and a great alternative to plastic bags.","Black, Burgundy, Cream, Green, Hunter Green, Lime Green, Navy Blue, Orange, Pink, Process Blue, Purple, Red, Royal Blue, White or Yellow","13"" H x 12"" W x 8"" L","ColorPrint per side: 8"" H x 5"" W","Bulk Packed / 25 lbs. per case of 100
Run Charge: Level 2",Bulk Packed,Bulk Packed / 25 lbs. per case of 100,,, Level 2,150,450,750,1125,1500,2.11 ,1.91 ,1.70 ,1.50 ,1.29 
SM-7413,Inline,The Sea Breeze Cooler Bag,80g Non-Woven Polypropylene,,PEVA insulation. Zippered main compartment. Front open pocket. Carry handle.,80g Non-Woven Polypropylene. PEVA insulation. Zippered main compartment. Front open pocket. Carry handle.,"Black, Blue, Hunter Green, Lime Green, Orange, Pink, Purple, Red or Yellow","5.875"" H x 7.625"" W x 6"" L","ColorPrint: 2"" H x 4-1/2"" W","Bulk Packed / 14 lbs. per case of 100
Run Charge: Level 2",Bulk Packed,Bulk Packed / 14 lbs. per case of 100,,, Level 2,150,450,750,1125,1500,2.94 ,2.68 ,2.41 ,2.15 ,1.89 
SM-7414,Inline,The Storm Messenger Bag,600d PolyCanvas,,Open main compartment with Velcro flap closure. Accessory pockets under flap and mesh pocket on side. Adjustable shoulder strap and reinforced top carry handle.,600d PolyCanvas. Open main compartment with Velcro flap closure. Accessory pockets under flap and mesh pocket on side. Adjustable shoulder strap and reinforced top carry handle.,"Blue, Gray, Light Blue, Lime Green, Orange, Purple or Red","12.25"" H x 13.75"" W x 3.25"" L","ColorPrint: 4"" H x 7"" W","Bulk Packed / 28 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 28 lbs. per case of 50,,, Level 3,75,300,500,750,1000,6.09 ,5.81 ,5.54 ,5.26 ,4.99 
SM-7417,Inline,The Surfside Mesh Tote Bag,600d PolyCanvas and mesh,,"Open main compartment with double 23"" handles. Front open pocket.","600d PolyCanvas and mesh. Open main compartment with double 23"" handles. Front open pocket.","Black, Blue, Lime Green or Red","12"" H x 17.5"" W x 4"" L","ColorPrint: 4"" H x 5-1/2"" W","Bulk Packed / 21 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 21 lbs. per case of 50,,, Level 3,100,300,500,750,1000,4.92 ,4.64 ,4.35 ,4.07 ,3.79 
SM-7420,Inline,The Small Zeus Convention Tote Bag,80g Non-Woven Polypropylene,,"Slim design perfect for conventions and tradeshows. Open main compartment with double 22"" handles. Reusable and a great alternative to plastic bags.","80g Non-Woven Polypropylene. Slim design perfect for conventions and tradeshows. Open main compartment with double 22"" handles. Reusable and a great alternative to plastic bags.","Black, Cream, Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue or Yellow","14"" H x 13.5"" W","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 21 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 21 lbs. per case of 200,,, Level 3,300,775,1250,1875,2500,1.32 ,1.21 ,1.11 ,1.00 ,0.89 
SM-7427,Inline,The Hercules Grocery Tote,80g Non-Woven Polypropylene,,"Large open main compartment with double 20"" reinforced handles and supportive bottom board. Reusable and a great alternative to plastic bags.","80g Non-Woven Polypropylene. Large open main compartment with double 20"" reinforced handles and supportive bottom board. Reusable and a great alternative to plastic bags.","Black, Burgundy, Cream, Green, Hunter Green, Lime Green, Natural, Navy Blue, Orange, Pink, Process Blue, Purple, Red, Royal Blue, White or Yellow","14.5"" H x 13"" W x 10"" L","ColorPrint per side: 10"" H x 5"" W","Bulk Packed / 33 lbs. per case of 100
Run Charge: Level 2",Bulk Packed,Bulk Packed / 33 lbs. per case of 100,,, Level 2,150,450,750,1125,1500,2.24 ,2.03 ,1.82 ,1.60 ,1.39 
SM-7428,Inline,Large Oriole Drawstring Cinch Backpack,210d Polyester,,Large open main compartment with drawstring rope closure. Reinforced vinyl corner tabs.,210d Polyester. Large open main compartment with drawstring rope closure. Reinforced vinyl corner tabs.,"Black, Gray, Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue, White or Yellow","20"" H x 17"" W","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 32 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 32 lbs. per case of 200,,, Level 3,150,450,750,1125,1500,2.54 ,2.41 ,2.27 ,2.13 ,1.99 
SM-7431,Inline,NonWoven Insulated Hercules Grocery Tote,80g Non-Woven Polypropylene,,"Insulated with heat-sealed water-resistant lining. Zippered main compartment. Front open pocket. Double 23"" handles. Reusable and a great alternative to plastic bags.","80g Non-Woven Polypropylene. Insulated with heat-sealed water-resistant lining. Zippered main compartment. Front open pocket. Double 23"" handles. Reusable and a great alternative to plastic bags.","Black, Cream, Hunter Green, Orange, Red, Royal Blue or Yellow","15"" H x 13"" W x 9"" L","ColorPrint front pocket: 6"" H x 4-1/2"" W (default imprint area)
ColorPrint back: 8"" H x 4-1/2"" W","Bulk Packed / 68 lbs. per case of 100
Run Charge: Level 3",Bulk Packed,Bulk Packed / 68 lbs. per case of 100,,, Level 3,100,300,500,750,1000,4.17 ,3.85 ,3.53 ,3.21 ,2.89 
SM-7434,Inline,The Evergreen Drawstring Cinch Backpack,80g Non-Woven Polypropylene,,Open main compartment with drawstring rope closure.,80g Non-Woven Polypropylene. Open main compartment with drawstring rope closure.,"Black, Green, Hunter Green, Lime Green, Navy Blue, Orange, Process Blue, Purple, Red, Royal Blue, White or Yellow","14.5"" H x 14.5"" W","ColorPrint: 7"" H x 8"" W","Bulk Packed / 25 lbs. per case of 300
Run Charge: Level 3",Bulk Packed,Bulk Packed / 25 lbs. per case of 300,,, Level 3,200,475,750,1125,1500,1.66 ,1.52 ,1.38 ,1.23 ,1.09 
SM-7435,Inline,Florida Flyer,90gm Plastic,,"USA-made 9-1/4"" diameter flyer.  Phthalate-free, Non-Toxic and Lead-free.","90gm Plastic. USA-made 9-1/4"" diameter flyer.  Phthalate-free, Non-Toxic and Lead-free.","Black, Blue, Neon Green, Red, Transparent Blue, Transparent Green, Transparent Red, White or Yellow",".938"" H x 9.25"" D","ColorPrint (4"" Dia.)","Bulk Packed / 21 lbs. per case of 100
Run Charge: Level 2",Bulk Packed,Bulk Packed / 21 lbs. per case of 100,,, Level 2,150,450,750,1125,1500,1.97 ,1.70 ,1.43 ,1.16 ,0.89 
SM-7439,Inline,Nylon Florida Flyer,210d Polyester,,Flyer folds to 25% open size. Matching storage pouch (flyer not inserted).,210d Polyester. Flyer folds to 25% open size. Matching storage pouch (flyer not inserted).,"Blue w/ Black Trim, Globe, Green w/ Black Trim, Orange w/ Black Trim, Red w/ Black Trim, White w/ Black Trim, White w/ Blue Trim, White w/ Green Trim or Yellow w/ Black Trim","9.5"" D","ColorPrint solid color flyers (5-1/2"" Dia. 1 color only)
ColorPrint on globe pattern (3-1/8"" Dia. 1 color only)","Bulk Packed / 12 lbs. per case of 300

See General Information page for insertion charges.",Bulk Packed,Bulk Packed / 12 lbs. per case of 300,See General Information page for insertion charges.,,,300,775,1250,1875,2500,1.26 ,1.14 ,1.02 ,0.91 ,0.79 
SM-7440,Inline,The Zeus Convention Tote Bag,80g Non-Woven Polypropylene,,"Slim design perfect for conventions and tradeshows. Open main compartment with double 26"" handles. Reusable and a great alternative to plastic bags.","80g Non-Woven Polypropylene. Slim design perfect for conventions and tradeshows. Open main compartment with double 26"" handles. Reusable and a great alternative to plastic bags.","Black, Cream, Green, Orange, Pink, Process Blue, Purple, Red, Royal Blue or White","16"" H x 15"" W","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 38 lbs. per case of 300
Run Charge: Level 3",Bulk Packed,Bulk Packed / 38 lbs. per case of 300,,, Level 3,200,475,750,1125,1500,1.52 ,1.39 ,1.26 ,1.12 ,0.99 
