Item #,Category,Name,Color,Description,Length,Height,Width,Diameter,Fabric/Material,Code,Min Qty,US Min Price,CDN Min Price,2nd Qty,US 2nd Price,CDN 2nd Price,3rd Qty,US 3rd Price,CDN 3rd Price,EQP Qty,US EQP Price,CDN EQP Price,Price Valid Through,Print,Embroider,Deboss/Emboss,Logomagic,Patch,Gemphoto/Heat Transfers,Laser Engrave,Personalization,Weight Per Carton Lbs,Quantity Per Box,Carton Dimensions
4835,"Backpacks, Kid-friendly",Cosmo Sport Cinchpack,Royal,^Cinch closure to easy-access storage compartment^Cinch design allows for carrying on one shoulder or as a backpack^Ventilating mesh accents,13.5,17,0,0,Non-woven,PQ2R,150,2.75,3.98,300,2.48,3.48,600,2.25,2.98,1000,1.98,2.75,12/31/2015 0:00:00,Front panel center 7W 10H Back Panel Center 9W 10H,,,,,Front panel center 7W 10H Back panel center 9W 10H,,,17,150,19 x 15 x 16
4836,"Backpacks, Kid-friendly",Cosmo Sport Cinchpack,Red,^Cinch closure to easy-access storage compartment^Cinch design allows for carrying on one shoulder or as a backpack^Ventilating mesh accents,13.5,17,0,0,Non-woven,PQ2R,150,2.75,3.98,300,2.48,3.48,600,2.25,2.98,1000,1.98,2.75,12/31/2015 0:00:00,Front panel center 7W 10H Back Panel Center 9W 10H,,,,,Front panel center 7W 10H Back panel center 9W 10H,,,17,150,19 x 15 x 16
4837,"Backpacks, Kid-friendly",Cosmo Sport Cinchpack,Apple Green,^Cinch closure to easy-access storage compartment^Cinch design allows for carrying on one shoulder or as a backpack^Ventilating mesh accents,13.5,17,0,0,Non-woven,PQ2R,150,2.75,3.98,300,2.48,3.48,600,2.25,2.98,1000,1.98,2.75,12/31/2015 0:00:00,Front panel center 7W 10H Back Panel Center 9W 10H,,,,,Front panel center 7W 10H Back panel center 9W 10H,,,17,150,19 x 15 x 16
4838,"Backpacks, Kid-friendly",Cosmo Sport Cinchpack,Purple,^Cinch closure to easy-access storage compartment^Cinch design allows for carrying on one shoulder or as a backpack^Ventilating mesh accents,13.5,17,0,0,Non-woven,PQ2R,150,2.75,3.98,300,2.48,3.48,600,2.25,2.98,1000,1.98,2.75,12/31/2015 0:00:00,Front panel center 7W 10H Back Panel Center 9W 10H,,,,,Front panel center 7W 10H Back panel center 9W 10H,,,17,150,19 x 15 x 16
4840,"Backpacks, Kid-friendly",Cosmo Sport Cinchpack,White,^Cinch closure to easy-access storage compartment^Cinch design allows for carrying on one shoulder or as a backpack^Ventilating mesh accents,13.5,17,0,0,Non-woven,PQ2R,150,2.75,3.98,300,2.48,3.48,600,2.25,2.98,1000,1.98,2.75,12/31/2015 0:00:00,Front panel center 7W 10H Back Panel Center 9W 10H,,,,,Front panel center 7W 10H Back panel center 9W 10H,,,17,150,19 x 15 x 16
4841,"Backpacks, New Products, Essential Styles",Essence Backpack,Black,"^Front zippered pocket^Zippered main compartment^Side mesh water bottle pocket^Top grab handle^Padded, adjustable shoulder straps",11.5,17.75,4,0,600D Polyester,PQ2R,50,9.75,13.48,100,8.25,11.48,300,7.25,9.98,1000,6.98,9.75,12/31/2015 0:00:00,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,Front pocket center 4W 2H Front pocket upper center 3W 2H,,,,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,,,30,50,19 x 15 x 16
4842,"Backpacks, New Products, Essential Styles",Essence Backpack,Royal Blue,"^Front zippered pocket^Zippered main compartment^Side mesh water bottle pocket^Top grab handle^Padded, adjustable shoulder straps",11.5,17.75,4,0,600D Polyester,PQ2R,50,9.75,13.48,100,8.25,11.48,300,7.25,9.98,1000,6.98,9.75,12/31/2015 0:00:00,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,Front pocket center 4W 2H Front pocket upper center 3W 2H,,,,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,,,30,50,19 x 15 x 16
4843,"Backpacks, New Products, Essential Styles",Essence Backpack,Red,"^Front zippered pocket^Zippered main compartment^Side mesh water bottle pocket^Top grab handle^Padded, adjustable shoulder straps",11.5,17.75,4,0,600D Polyester,PQ2R,50,9.75,13.48,100,8.25,11.48,300,7.25,9.98,1000,6.98,9.75,12/31/2015 0:00:00,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,Front pocket center 4W 2H Front pocket upper center 3W 2H,,,,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,,,30,50,19 x 15 x 16
4844,"Backpacks, New Products, Essential Styles",Essence Backpack,Apple Green,"^Front zippered pocket^Zippered main compartment^Side mesh water bottle pocket^Top grab handle^Padded, adjustable shoulder straps",11.5,17.75,4,0,600D Polyester,PQ2R,50,9.75,13.48,100,8.25,11.48,300,7.25,9.98,1000,6.98,9.75,12/31/2015 0:00:00,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,Front pocket center 4W 2H Front pocket upper center 3W 2H,,,,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,,,30,50,19 x 15 x 16
4845,"Backpacks, New Products, Essential Styles",Essence Backpack,Tangerine,"^Front zippered pocket^Zippered main compartment^Side mesh water bottle pocket^Top grab handle^Padded, adjustable shoulder straps",11.5,17.75,4,0,600D Polyester,PQ2R,50,9.75,13.48,100,8.25,11.48,300,7.25,9.98,1000,6.98,9.75,12/31/2015 0:00:00,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,Front pocket center 4W 2H Front pocket upper center 3W 2H,,,,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,,,30,50,19 x 15 x 16
4846,"Backpacks, New Products, Essential Styles",Essence Backpack,White,"^Front zippered pocket^Zippered main compartment^Side mesh water bottle pocket^Top grab handle^Padded, adjustable shoulder straps",11.5,17.75,4,0,600D Polyester,PQ2R,50,9.75,13.48,100,8.25,11.48,300,7.25,9.98,1000,6.98,9.75,12/31/2015 0:00:00,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,Front pocket center 4W 2H Front pocket upper center 3W 2H,,,,Front pocket center 5W 5.5H Front pocket upper center 5W 2.75H,,,30,50,19 x 15 x 16
4850,"Backpacks, Kid-friendly, Essential Styles",Dash Sport Cinchpack,Black,^Cinch closure to easy-access storage compartment^Front mesh pockets^Cinch design allows for carrying on one shoulder or as a backpack^Top grab handle^Grommet details,13.5,16.75,0,0,Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front top panel center 9W 5H Back panel center 9W 12H,"Front top panel center 5.5"" dia Back panel center 5.5"" dia Back panel upper center 5.5"" dia Back panel lower center 5.5"" dia",Add-a-patch center 2.5W x 1.125H,,,Front top panel center 8W 5H Back panel center 8W 10H,,,22,150,19 x 15 x 16
4851,"Backpacks, Kid-friendly, Essential Styles",Dash Sport Cinchpack,Royal,^Cinch closure to easy-access storage compartment^Front mesh pockets^Cinch design allows for carrying on one shoulder or as a backpack^Top grab handle^Grommet details,13.5,16.75,0,0,Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front top panel center 9W 5H Back panel center 9W 12H,"Front top panel center 5.5"" dia Back panel center 5.5"" dia Back panel upper center 5.5"" dia Back panel lower center 5.5"" dia",Add-a-patch center 2.5W x 1.125H,,,Front top panel center 8W 5H Back panel center 8W 10H,,,22,150,19 x 15 x 16
4852,"Backpacks, Kid-friendly, Essential Styles",Dash Sport Cinchpack,Red,^Cinch closure to easy-access storage compartment^Front mesh pockets^Cinch design allows for carrying on one shoulder or as a backpack^Top grab handle^Grommet details,13.5,16.75,0,0,210d nylon,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front top panel center 9W 5H Back panel center 9W 12H,"Front top panel center 5.5"" dia Back panel center 5.5"" dia Back panel upper center 5.5"" dia Back panel lower center 5.5"" dia",Add-a-patch center 2.5W x 1.125H,,,Front top panel center 8W 5H Back panel center 8W 10H,,,22,150,19 x 15 x 16
4853,"Backpacks, Kid-friendly, Essential Styles",Dash Sport Cinchpack,Apple Green,^Cinch closure to easy-access storage compartment^Front mesh pockets^Cinch design allows for carrying on one shoulder or as a backpack^Top grab handle^Grommet details,13.5,16.75,0,0,Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front top panel center 9W 5H Back panel center 9W 12H,"Front top panel center 5.5"" dia Back panel center 5.5"" dia Back panel upper center 5.5"" dia Back panel lower center 5.5"" dia",Add-a-patch center 2.5W x 1.125H,,,Front top panel center 8W 5H Back panel center 8W 10H,,,22,150,19 x 15 x 16
4854,"Backpacks, Kid-friendly, Essential Styles",Dash Sport Cinchpack,Purple,^Cinch closure to easy-access storage compartment^Front mesh pockets^Cinch design allows for carrying on one shoulder or as a backpack^Top grab handle^Grommet details,13.5,16.75,0,0,Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front top panel center 9W 5H Back panel center 9W 12H,"Front top panel center 5.5"" dia Back panel center 5.5"" dia Back panel upper center 5.5"" dia Back panel lower center 5.5"" dia",Add-a-patch center 2.5W x 1.125H,,,Front top panel center 8W 5H Back panel center 8W 10H,,,22,150,19 x 15 x 16
4855,"Backpacks, Kid-friendly, Essential Styles",Dash Sport Cinchpack,Turquoise,^Cinch closure to easy-access storage compartment^Front mesh pockets^Cinch design allows for carrying on one shoulder or as a backpack^Top grab handle^Grommet details,13.5,16.75,0,0,Polyester,PQ2R,150,4.25,5.48,300,3.75,4.75,600,3.25,4.25,1000,2.98,3.75,12/31/2015 0:00:00,Front top panel center 9W 5H Back panel center 9W 12H,"Front top panel center 5.5"" dia Back panel center 5.5"" dia Back panel upper center 5.5"" dia Back panel lower center 5.5"" dia",Add-a-patch center 2.5W x 1.125H,,,Front top panel center 8W 5H Back panel center 8W 10H,,,22,150,19 x 15 x 16
4863,"Backpacks, Kid-friendly",Sprint Sport Cinchpack,Black,^Easy access to main compartment with cinch closure^Front zippered pocket^Cinch design allows for carrying on one shoulder or as a backpack,14.75,16,0,0,210D Polyester,PQ2R,150,4.75,5.98,300,4.25,5.25,600,3.75,4.75,1000,3.48,4.48,12/31/2015 0:00:00,Front pocket center 6W 8H Front pocket upper center 6W 4H Back panel center 9W 12H Add-a-patch center 2.5W 1.125H,Front pocket center 3.0 diameter Back panel center 3.0 diameter Back panel upper center 3.0 diameter Back panel lower center 3.0 diameter,Add-a-patch center 2.5W 1.125H,,,Front panel center 5W 8H,,,28,175,19 x 15 x 16
4864,"Backpacks, Kid-friendly",Sprint Sport Cinchpack,Royal Blue,^Easy access to main compartment with cinch closure^Front zippered pocket^Cinch design allows for carrying on one shoulder or as a backpack,14.75,16,0,0,210D Polyester,PQ2R,150,4.75,5.98,300,4.25,5.25,600,3.75,4.75,1000,3.48,4.48,12/31/2015 0:00:00,Front pocket center 6W 8H Front pocket upper center 6W 4H Back panel center 9W 12H Add-a-patch center 2.5W 1.125H,Front pocket center 3.0 diameter Back panel center 3.0 diameter Back panel upper center 3.0 diameter Back panel lower center 3.0 diameter,Add-a-patch center 2.5W 1.125H,,,Front panel center 5W 8H,,,28,175,19 x 15 x 16
4865,"Backpacks, Kid-friendly",Sprint Sport Cinchpack,Red,^Easy access to main compartment with cinch closure^Front zippered pocket^Cinch design allows for carrying on one shoulder or as a backpack,14.75,16,0,0,210D Polyester,PQ2R,150,4.75,5.98,300,4.25,5.25,600,3.75,4.75,1000,3.48,4.48,12/31/2015 0:00:00,Front pocket center 6W 8H Front pocket upper center 6W 4H Back panel center 9W 12H Add-a-patch center 2.5W 1.125H,Front pocket center 3.0 diameter Back panel center 3.0 diameter Back panel upper center 3.0 diameter Back panel lower center 3.0 diameter,Add-a-patch center 2.5W 1.125H,,,Front panel center 5W 8H,,,28,175,19 x 15 x 16
4866,"Backpacks, Kid-friendly",Sprint Sport Cinchpack,Tangerine Orange,^Easy access to main compartment with cinch closure^Front zippered pocket^Cinch design allows for carrying on one shoulder or as a backpack,14.75,16,0,0,210D Polyester,PQ2R,150,4.75,5.98,300,4.25,5.25,600,3.75,4.75,1000,3.48,4.48,12/31/2015 0:00:00,Front pocket center 6W 8H Front pocket upper center 6W 4H Back panel center 9W 12H Add-a-patch center 2.5W 1.125H,Front pocket center 3.0 diameter Back panel center 3.0 diameter Back panel upper center 3.0 diameter Back panel lower center 3.0 diameter,Add-a-patch center 2.5W 1.125H,,,Front panel center 5W 8H,,,28,175,19 x 15 x 16
4867,"Backpacks, Kid-friendly",Sprint Sport Cinchpack,Turquoise,^Easy access to main compartment with cinch closure^Front zippered pocket^Cinch design allows for carrying on one shoulder or as a backpack,14.75,16,0,0,210D Polyester,PQ2R,150,4.75,5.98,300,4.25,5.25,600,3.75,4.75,1000,3.48,4.48,12/31/2015 0:00:00,Front pocket center 6W 8H Front pocket upper center 6W 4H Back panel center 9W 12H Add-a-patch center 2.5W 1.125H,Front pocket center 3.0 diameter Back panel center 3.0 diameter Back panel upper center 3.0 diameter Back panel lower center 3.0 diameter,Add-a-patch center 2.5W 1.125H,,,Front panel center 5W 8H,,,28,175,19 x 15 x 16
4868,"Backpacks, Kid-friendly",Sprint Sport Cinchpack,White,^Easy access to main compartment with cinch closure^Front zippered pocket^Cinch design allows for carrying on one shoulder or as a backpack,14.75,16,0,0,210D Polyester,PQ2R,150,4.75,5.98,300,4.25,5.25,600,3.75,4.75,1000,3.48,4.48,12/31/2015 0:00:00,Front pocket center 6W 8H Front pocket upper center 6W 4H Back panel center 9W 12H Add-a-patch center 2.5W 1.125H,Front pocket center 3.0 diameter Back panel center 3.0 diameter Back panel upper center 3.0 diameter Back panel lower center 3.0 diameter,Add-a-patch center 2.5W 1.125H,,,Front panel center 5W 8H,,,28,175,19 x 15 x 16
4870,"Backpacks, Clearance, Women's, Team",Cinchpack,Orange,"^Value backpack with cinch closure^Easy access storage compartment^Dual branding opportunity on the front and back^Non PVC^Item 4872 (Ruby Red) is also known as ""Cardinal Red""",13.5,16,0,0,210D Polyester,PQ2R,150,3.75,4.98,300,3.25,4.25,600,2.75,3.48,1000,2.48,3.25,12/31/2015 0:00:00,(1) Front panel center 7W 8H (2) Back panel center 7W 8H,"Front panel 4.5"" dia. (2) Back panel center 4.5"" dia.",,,,,,,32,250,23 x 17 x 13
4871,"Backpacks, Clearance, Women's, Team",Cinchpack,Purple,"^Value backpack with cinch closure^Easy access storage compartment^Dual branding opportunity on the front and back^Non PVC^Item 4872 (Ruby Red) is also known as ""Cardinal Red""",13.5,16,0,0,210D Polyester,PQ2R,150,3.75,4.98,300,3.25,4.25,600,2.75,3.48,1000,2.48,3.25,12/31/2015 0:00:00,(1) Front panel center 7W 8H (2) Back panel center 7W 8H,"Front panel 4.5"" dia. (2) Back panel center 4.5"" dia.",,,,,,,32,250,23 x 17 x 13
4872,"Backpacks, Clearance, Women's, Team",Cinchpack,Cardinal Red,"^Value backpack with cinch closure^Easy access storage compartment^Dual branding opportunity on the front and back^Non PVC^Item 4872 (Ruby Red) is also known as ""Cardinal Red""",13.5,16,0,0,210D Polyester,PQ2R,150,3.75,4.98,300,3.25,4.25,600,2.75,3.48,1000,2.48,3.25,12/31/2015 0:00:00,(1) Front panel center 7W 8H (2) Back panel center 7W 8H,"Front panel 4.5"" dia. (2) Back panel center 4.5"" dia.",,,,,,,32,250,23 x 17 x 13
4875,"Backpacks, Clearance, Women's, Team",Cinchpack,Vegas Gold,"^Value backpack with cinch closure^Easy access storage compartment^Dual branding opportunity on the front and back^Non PVC^Item 4872 (Ruby Red) is also known as ""Cardinal Red""",13.5,16,0,0,210D Polyester,R,150,1.48,1.8,,,,,,,150,1.48,1.8,12/31/2015 0:00:00,(1) Front panel center 7W 8H (2) Back panel center 7W 8H,"Front panel 4.5"" dia. (2) Back panel center 4.5"" dia.",,,,,,,32,250,23 x 17 x 13
4879,"Kid-friendly, Essential Styles",Big Buck Cinchpack,Forest Camo,^Cinch closure^Easy-access storage compartment^Dual branding opportunity^PVC free,13.75,16,0,0,210D Polyester,PQ2R,150,4.25,5.75,300,3.75,4.98,600,3.25,4.25,1000,2.98,3.98,12/31/2015 0:00:00,Front panel center 7W 8H Back panel center 7W 8H,"Front panel 4.5"" dia. Back panel center 4.5"" dia.",,,,,,,39,250,23 x 17 x 13
4885,Backpacks,Clear Event Cinchpack,Clear,"^Ensure convenient entry through security gates next time you attend a sporting event, concert or festival^Durable clear PVC^ Cinch closure^Meets current requirements for entry into professional sporting events (e.g. NFL & PGA)^Maximum weight limit is 11lbs",12,12,0,0,Clear PVC,PQ2R,150,4.25,5.98,300,3.75,5.25,600,3.25,4.48,1000,2.98,4.25,12/31/2015 0:00:00,Front panel center 4W 4H NFL MAX IMAGE AREA: cannot exceed 3.4W 4.5H,,,,,,,,22,140,24 x 16 x 11
4889,Backpacks,Clear Event Deluxe Cinchpack,Clear,"^Ensure convenient entry through security gates next time you attend a sporting event, concert or festival^ Durable clear PVC^Cinch closure^ Zippered front pocket^ Side mesh pockets",15,13.5,3.5,0,Clear PVC,PQ2R,50,11.48,15.75,100,9.75,13.48,300,8.48,11.75,1000,8.25,11.48,12/31/2015 0:00:00,Front pocket center 4W 4H NFL MAX IMAGE AREA: cannot exceed 3.4W 4.5H,,,,,,,,32,60,19 x 15 x 16
4890,"Backpacks, Kid-friendly, Living Green",Crescent Sport Pack,Black,^Great value without compromising style!^Easy access to main compartment with cinch closure^Top grab handle^Side mesh pocket for water bottle (water bottle not included.)^Reinforced binding for added durability^100% recyclable^Machine washable^This product is kid-friendly/CPSIA compliant^Back panel matches primary bag color,13.5,17.5,0,0,Non-woven,PQ2R,150,3.25,4.25,300,2.75,3.75,600,2.48,3.25,1000,2.28,2.98,12/31/2015 0:00:00,Front right panel lower center 6W 7H Back panel center 9W 11H,,,,,Front right panel lower center 6W 7H Back panel center 9W 7H,,,20,125,19 x 15 x 16
4891,"Backpacks, Kid-friendly, Living Green",Crescent Sport Pack,Royal/Black,^Great value without compromising style!^Easy access to main compartment with cinch closure^Top grab handle^Side mesh pocket for water bottle (water bottle not included.)^Reinforced binding for added durability^100% recyclable^Machine washable^This product is kid-friendly/CPSIA compliant^Back panel matches primary bag color,13.5,17.5,0,0,Non-woven,PQ2R,150,3.25,4.25,300,2.75,3.75,600,2.48,3.25,1000,2.28,2.98,12/31/2015 0:00:00,Front right panel lower center 6W 7H Back panel center 9W 11H,,,,,Front right panel lower center 6W 7H Back panel center 9W 7H,,,20,125,19 x 15 x 16
4892,"Backpacks, Kid-friendly, Living Green",Crescent Sport Pack,Red/Black,^Great value without compromising style!^Easy access to main compartment with cinch closure^Top grab handle^Side mesh pocket for water bottle (water bottle not included.)^Reinforced binding for added durability^100% recyclable^Machine washable^This product is kid-friendly/CPSIA compliant^Back panel matches primary bag color,13.5,17.5,0,0,Non-woven,PQ2R,150,3.25,4.25,300,2.75,3.75,600,2.48,3.25,1000,2.28,2.98,12/31/2015 0:00:00,Front right panel lower center 6W 7H Back panel center 9W 11H,,,,,Front right panel lower center 6W 7H Back panel center 9W 7H,,,20,125,19 x 15 x 16
4893,"Backpacks, Kid-friendly, Living Green",Crescent Sport Pack,Apple Green/Black,^Great value without compromising style!^Easy access to main compartment with cinch closure^Top grab handle^Side mesh pocket for water bottle (water bottle not included.)^Reinforced binding for added durability^100% recyclable^Machine washable^This product is kid-friendly/CPSIA compliant^Back panel matches primary bag color,13.5,17.5,0,0,Non-woven,PQ2R,150,3.25,4.25,300,2.75,3.75,600,2.48,3.25,1000,2.28,2.98,12/31/2015 0:00:00,Front right panel lower center 6W 7H Back panel center 9W 11H,,,,,Front right panel lower center 6W 7H Back panel center 9W 7H,,,20,125,19 x 15 x 16
4921,"Backpacks, Clearance, Women's, Team",Cinchpack,Navy,"^Value backpack with cinch closure^Easy access storage compartment^Dual branding opportunity on the front and back^Non PVC^Item 4872 (Ruby Red) is also known as ""Cardinal Red""",13.5,16,0,0,210D Polyester,PQ2R,150,3.75,4.98,300,3.25,4.25,600,2.75,3.48,1000,2.48,3.25,12/31/2015 0:00:00,(1) Front panel center 7W 8H (2) Back panel center 7W 8H,"Front panel 4.5"" dia. (2) Back panel center 4.5"" dia.",,,,,,,32,250,23 x 17 x 13
4923,"Backpacks, Clearance, Women's, Team",Cinchpack,Forest,"^Value backpack with cinch closure^Easy access storage compartment^Dual branding opportunity on the front and back^Non PVC^Item 4872 (Ruby Red) is also known as ""Cardinal Red""",13.5,16,0,0,210D Polyester,PQ2R,150,3.75,4.98,300,3.25,4.25,600,2.75,3.48,1000,2.48,3.25,12/31/2015 0:00:00,(1) Front panel center 7W 8H (2) Back panel center 7W 8H,"Front panel 4.5"" dia. (2) Back panel center 4.5"" dia.",,,,,,,32,250,23 x 17 x 13
4926,"Backpacks, Clearance, Women's, Team",Cinchpack,Black,"^Value backpack with cinch closure^Easy access storage compartment^Dual branding opportunity on the front and back^Non PVC^Item 4872 (Ruby Red) is also known as ""Cardinal Red""",13.5,16,0,0,210D Polyester,PQ2R,150,3.75,4.98,300,3.25,4.25,600,2.75,3.48,1000,2.48,3.25,12/31/2015 0:00:00,(1) Front panel center 7W 8H (2) Back panel center 7W 8H,"Front panel 4.5"" dia. (2) Back panel center 4.5"" dia.",,,,,,,32,250,23 x 17 x 13
4927,"Backpacks, Clearance, Women's, Team",Cinchpack,Royal,"^Value backpack with cinch closure^Easy access storage compartment^Dual branding opportunity on the front and back^Non PVC^Item 4872 (Ruby Red) is also known as ""Cardinal Red""",13.5,16,0,0,210D Polyester,PQ2R,150,3.75,4.98,300,3.25,4.25,600,2.75,3.48,1000,2.48,3.25,12/31/2015 0:00:00,(1) Front panel center 7W 8H (2) Back panel center 7W 8H,"Front panel 4.5"" dia. (2) Back panel center 4.5"" dia.",,,,,,,32,250,23 x 17 x 13
4928,"Backpacks, Clearance, Women's, Team",Cinchpack,Red,"^Value backpack with cinch closure^Easy access storage compartment^Dual branding opportunity on the front and back^Non PVC^Item 4872 (Ruby Red) is also known as ""Cardinal Red""",13.5,16,0,0,210D Polyester,PQ2R,150,3.75,4.98,300,3.25,4.25,600,2.75,3.48,1000,2.48,3.25,12/31/2015 0:00:00,(1) Front panel center 7W 8H (2) Back panel center 7W 8H,"Front panel 4.5"" dia. (2) Back panel center 4.5"" dia.",,,,,,,32,250,23 x 17 x 13
4964,"Backpacks, Life in Motion, Brands",Life in Motion Computer Backpack,Black,"^The ultimate business backpack designed for maximum organization and durability while on the go^Back zippered pocket features Viewpoint Systemâ„¢ computer sleeve (fits up to: 14"" laptop) with detachment buckle and clear window to view contents^Front zippered pocket features multi-function organizer^Adjustable straps, top grab handle and generously padded back panel for carrying comfort^Side mesh pocket and side zippered pockets for MP3 player with earphone outlet^Front features Logomagicâ„¢ decoration and slash pocket for easy to reach items^Patent pending",12.5,19,8,0,420d dobby polyester / 600d polyester,PQ2R,12,55.48,72.75,25,47.75,62.75,50,41.48,54.48,100,39.98,52.75,12/31/2015 0:00:00,Front pocket center 4W 5.5H Front pocket upper center 4W 2.75H,"Front pocket center 3"" dia",,,Front pocket center 2.5W 1.125H,Front pocket center 4W 5H,,,19,10,19 x 15 x 16
4976,"Backpacks, Kid-friendly, Living Green, Team",Surge Sport Cinch,Black,^Sporty cinchpack designed to open wide for easy loading and cinch tight for travel^Front pocket with Velcro closure and side mesh pocket for storage of water bottle or other accessories^Cinch design allows for carrying on one shoulder or as a backpack^This product is kid-friendly/CPSIA compliant,14,17.5,1.75,0,210D Polyester,PQ2R,100,5.48,6.98,300,4.75,6.25,600,4.25,5.48,1000,3.98,5.25,12/31/2015 0:00:00,Front pocket center 6.5W 8.5H,Front pocket center 5.5 dia.,,,ID window back panel upper center,Front panel center 5.5W 8H,,,26,150,19 x 15 x 16
4977,"Backpacks, Kid-friendly, Living Green, Team",Surge Sport Cinch,Royal,^Sporty cinchpack designed to open wide for easy loading and cinch tight for travel^Front pocket with Velcro closure and side mesh pocket for storage of water bottle or other accessories^Cinch design allows for carrying on one shoulder or as a backpack^This product is kid-friendly/CPSIA compliant,14,17.5,1.75,0,210D Polyester,PQ2R,100,5.48,6.98,300,4.75,6.25,600,4.25,5.48,1000,3.98,5.25,12/31/2015 0:00:00,Front pocket center 6.5W 8.5H,Front pocket center 5.5 dia.,,,ID window back panel upper center,Front panel center 5.5W 8H,,,26,150,19 x 15 x 16
4978,"Backpacks, Kid-friendly, Living Green, Team",Surge Sport Cinch,Apple Green,^Sporty cinchpack designed to open wide for easy loading and cinch tight for travel^Front pocket with Velcro closure and side mesh pocket for storage of water bottle or other accessories^Cinch design allows for carrying on one shoulder or as a backpack^This product is kid-friendly/CPSIA compliant,14,17.5,1.75,0,210D Polyester,PQ2R,100,5.48,6.98,300,4.75,6.25,600,4.25,5.48,1000,3.98,5.25,12/31/2015 0:00:00,Front pocket center 6.5W 8.5H,Front pocket center 5.5 dia.,,,ID window back panel upper center,Front panel center 5.5W 8H,,,26,150,19 x 15 x 16
4979,"Backpacks, Kid-friendly, Living Green, Team",Surge Sport Cinch,Red,^Sporty cinchpack designed to open wide for easy loading and cinch tight for travel^Front pocket with Velcro closure and side mesh pocket for storage of water bottle or other accessories^Cinch design allows for carrying on one shoulder or as a backpack^This product is kid-friendly/CPSIA compliant,14,17.5,1.75,0,210D Polyester,PQ2R,100,5.48,6.98,300,4.75,6.25,600,4.25,5.48,1000,3.98,5.25,12/31/2015 0:00:00,Front pocket center 6.5W 8.5H,Front pocket center 5.5 dia.,,,ID window back panel upper center,Front panel center 5.5W 8H,,,26,150,19 x 15 x 16
4988,Backpacks,Deluxe Wheeled Computer Backpack,Black,"^Versatile urban backpack featuring Logomagicâ„¢ decoration can be wheeled or carried^Main compartment features padded, removable computer sleeve (fits up to: 17"" laptop)^Front zippered pocket with multi-function organizer^Padded back panel conceals telescoping handle and inline skate wheels when not in use^Hidden, padded backpack straps and grip handle^Sides feature reinforced straps for support^Large, expandable side pockets^Patent pending",14,20.5,8,0,420d polyester,PQ2R,6,83.25,113.75,25,71.48,97.98,50,62.48,85.98,100,59.98,82.75,12/31/2015 0:00:00,(1) Front pocket center 5.5W 6H,(1) Front pocket center 4.5 dia.,,(1) Top panel 2.25W .375H,(1) Front pocket upper center 2.5W 1.125H,,,,15,3,23 x 17 x 13
50201,"Women's, Brands, Drinkware",bobbleÂ® sport,Aqua Blue,"^24 oz. ^ Sport-lifestyle ready with soft-touch integrated cap and easy carry handle ^ Patented sleek reusable water bottle filters as you drink ^ Made in the USA ^ An eco-friendly alternative to single-serve water bottles ^ Customizable non-slip band for easy carrying ^ Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water ^ 1 filter=300 water bottles ^ BPA free, phthalates free and PVC free ^ Top rack dishwasher safe ^Blank orders for bobble products are not accepted^Bobble samples are non-returnable",0,8.875,3.25,0,Polypropylene,S,50,7.98,10.67,,,,,,,50,7.98,10.67,12/31/2015 0:00:00,Silicone band front panel center 1.5W 1H(one color â€“ white or black ink only / metallic silver ink at additional charge),,,,,,,,13,47,23 x 17 x 13
